1/1/2017,7:00,3.233,,1/8/2017,0:00,1.54,,1/8/2017,1:00,1.908,,1/8/2017,2:00,2.653,,1/8/2017,3:00,3.555,,1/8/2017,4:00,4.752,,1/8/2017,5:00,5.586,,1/8/2017,6:00,5.937,,1/8/2017,7:00,5.851,,1/8/2017,8:00,5.212,,1/8/2017,9:00,4.149,,1/8/2017,10:00,2.813,,1/8/2017,11:00,1.609,,1/8/2017,12:00,0.638,,1/8/2017,13:00,0.071,,1/8/2017,14:00,-0.002,,1/8/2017,15:00,0.326,,1/8/2017,16:00,1.183,,1/8/2017,17:00,2.226,,1/8/2017,18:00,3.191,,1/8/2017,19:00,3.63,,1/8/2017,20:00,3.666,,1/8/2017,21:00,3.529,,1/8/2017,22:00,2.954,,1/8/2017,23:00,2.183
1/1/2017,8:00,3.975,,1/9/2017,0:00,1.708,,1/9/2017,1:00,1.819,,1/9/2017,2:00,2.147,,1/9/2017,3:00,3.033,,1/9/2017,4:00,4.053,,1/9/2017,5:00,5.09,,1/9/2017,6:00,5.953,,1/9/2017,7:00,6.406,,1/9/2017,8:00,6.16,,1/9/2017,9:00,5.363,,1/9/2017,10:00,4.139,,1/9/2017,11:00,2.616,,1/9/2017,12:00,0.983,,1/9/2017,13:00,-0.162,,1/9/2017,14:00,-0.773,,1/9/2017,15:00,-0.661,,1/9/2017,16:00,0.143,,1/9/2017,17:00,1.134,,1/9/2017,18:00,2.364,,1/9/2017,19:00,3.289,,1/9/2017,20:00,3.932,,1/9/2017,21:00,3.899,,1/9/2017,22:00,3.512,,1/9/2017,23:00,3.023
1/1/2017,9:00,4.89,,1/10/2017,0:00,2.269,,1/10/2017,1:00,1.78,,1/10/2017,2:00,1.737,,1/10/2017,3:00,2.331,,1/10/2017,4:00,3.24,,1/10/2017,5:00,4.483,,1/10/2017,6:00,5.651,,1/10/2017,7:00,6.583,,1/10/2017,8:00,6.862,,1/10/2017,9:00,6.425,,1/10/2017,10:00,5.359,,1/10/2017,11:00,3.821,,1/10/2017,12:00,2.114,,1/10/2017,13:00,0.566,,1/10/2017,14:00,-0.648,,1/10/2017,15:00,-1.248,,1/10/2017,16:00,-0.897,,1/10/2017,17:00,-0.038,,1/10/2017,18:00,1.298,,1/10/2017,19:00,2.643,,1/10/2017,20:00,3.738,,1/10/2017,21:00,4.339,,1/10/2017,22:00,4.244,,1/10/2017,23:00,3.798
1/1/2017,10:00,5.53,,1/11/2017,0:00,3.072,,1/11/2017,1:00,2.416,,1/11/2017,2:00,1.901,,1/11/2017,3:00,1.947,,1/11/2017,4:00,2.534,,1/11/2017,5:00,3.755,,1/11/2017,6:00,4.985,,1/11/2017,7:00,6.258,,1/11/2017,8:00,7.118,,1/11/2017,9:00,7.285,,1/11/2017,10:00,6.632,,1/11/2017,11:00,5.3,,1/11/2017,12:00,3.535,,1/11/2017,13:00,1.632,,1/11/2017,14:00,0.015,,1/11/2017,15:00,-1.019,,1/11/2017,16:00,-1.373,,1/11/2017,17:00,-0.904,,1/11/2017,18:00,0.248,,1/11/2017,19:00,1.698,,1/11/2017,20:00,3.115,,1/11/2017,21:00,4.06,,1/11/2017,22:00,4.473,,1/11/2017,23:00,4.28
1/1/2017,11:00,5.825,,1/12/2017,0:00,3.748,,1/12/2017,1:00,3.004,,1/12/2017,2:00,2.315,,1/12/2017,3:00,1.944,,1/12/2017,4:00,2.108,,1/12/2017,5:00,2.863,,1/12/2017,6:00,4.096,,1/12/2017,7:00,5.464,,1/12/2017,8:00,6.678,,1/12/2017,9:00,7.321,,1/12/2017,10:00,7.157,,1/12/2017,11:00,6.403,,1/12/2017,12:00,4.966,,1/12/2017,13:00,3.079,,1/12/2017,14:00,1.206,,1/12/2017,15:00,-0.3,,1/12/2017,16:00,-1.143,,1/12/2017,17:00,-1.189,,1/12/2017,18:00,-0.494,,1/12/2017,19:00,0.681,,1/12/2017,20:00,2.18,,1/12/2017,21:00,3.525,,1/12/2017,22:00,4.473,,1/12/2017,23:00,4.683
1/1/2017,12:00,5.658,,1/13/2017,0:00,4.506,,1/13/2017,1:00,3.83,,1/13/2017,2:00,2.958,,1/13/2017,3:00,2.213,,1/13/2017,4:00,1.888,,1/13/2017,5:00,2.137,,1/13/2017,6:00,2.941,,1/13/2017,7:00,4.201,,1/13/2017,8:00,5.487,,1/13/2017,9:00,6.54,,1/13/2017,10:00,7.052,,1/13/2017,11:00,6.898,,1/13/2017,12:00,5.943,,1/13/2017,13:00,4.388,,1/13/2017,14:00,2.505,,1/13/2017,15:00,0.828,,1/13/2017,16:00,-0.435,,1/13/2017,17:00,-1.019,,1/13/2017,18:00,-0.809,,1/13/2017,19:00,0.071,,1/13/2017,20:00,1.363,,1/13/2017,21:00,2.666,,1/13/2017,22:00,3.903,,1/13/2017,23:00,4.565
1/1/2017,13:00,5.061,,1/14/2017,0:00,4.696,,1/14/2017,1:00,4.391,,1/14/2017,2:00,3.706,,1/14/2017,3:00,2.784,,1/14/2017,4:00,2.157,,1/14/2017,5:00,2.003,,1/14/2017,6:00,2.364,,1/14/2017,7:00,3.322,,1/14/2017,8:00,4.375,,1/14/2017,9:00,5.566,,1/14/2017,10:00,6.422,,1/14/2017,11:00,6.708,,1/14/2017,12:00,6.284,,1/14/2017,13:00,5.215,,1/14/2017,14:00,3.761,,1/14/2017,15:00,2.052,,1/14/2017,16:00,0.615,,1/14/2017,17:00,-0.32,,1/14/2017,18:00,-0.612,,1/14/2017,19:00,-0.199,,1/14/2017,20:00,0.714,,1/14/2017,21:00,2.019,,1/14/2017,22:00,3.273,,1/14/2017,23:00,4.267
1/1/2017,14:00,4.073,,1/15/2017,0:00,4.742,,1/15/2017,1:00,4.759,,1/15/2017,2:00,4.306,,1/15/2017,3:00,3.502,,1/15/2017,4:00,2.79,,1/15/2017,5:00,2.265,,1/15/2017,6:00,2.092,,1/15/2017,7:00,2.564,,1/15/2017,8:00,3.292,,1/15/2017,9:00,4.342,,1/15/2017,10:00,5.33,,1/15/2017,11:00,5.924,,1/15/2017,12:00,6.061,,1/15/2017,13:00,5.546,,1/15/2017,14:00,4.398,,1/15/2017,15:00,2.977,,1/15/2017,16:00,1.599,,1/15/2017,17:00,0.635,,1/15/2017,18:00,-0.077,,1/15/2017,19:00,-0.116,,1/15/2017,20:00,0.431,,1/15/2017,21:00,1.298,,1/15/2017,22:00,2.498,,1/15/2017,23:00,3.509
1/1/2017,15:00,2.656,,1/16/2017,0:00,4.309,,1/16/2017,1:00,4.696,,1/16/2017,2:00,4.539,,1/16/2017,3:00,4.08,,1/16/2017,4:00,3.443,,1/16/2017,5:00,2.843,,1/16/2017,6:00,2.351,,1/16/2017,7:00,2.236,,1/16/2017,8:00,2.623,,1/16/2017,9:00,3.246,,1/16/2017,10:00,4.188,,1/16/2017,11:00,5.005,,1/16/2017,12:00,5.297,,1/16/2017,13:00,5.192,,1/16/2017,14:00,4.601,,1/16/2017,15:00,3.676,,1/16/2017,16:00,2.528,,1/16/2017,17:00,1.465,,1/16/2017,18:00,0.769,,1/16/2017,19:00,0.389,,1/16/2017,20:00,0.54,,1/16/2017,21:00,1.107,,1/16/2017,22:00,1.957,,1/16/2017,23:00,2.981
1/1/2017,16:00,1.494,,1/17/2017,0:00,3.889,,1/17/2017,1:00,4.487,,1/17/2017,2:00,4.631,,1/17/2017,3:00,4.487,,1/17/2017,4:00,3.958,,1/17/2017,5:00,3.42,,1/17/2017,6:00,2.817,,1/17/2017,7:00,2.429,,1/17/2017,8:00,2.331,,1/17/2017,9:00,2.564,,1/17/2017,10:00,3.23,,1/17/2017,11:00,3.847,,1/17/2017,12:00,4.263,,1/17/2017,13:00,4.493,,1/17/2017,14:00,4.375,,1/17/2017,15:00,3.847,,1/17/2017,16:00,3.072,,1/17/2017,17:00,2.272,,1/17/2017,18:00,1.521,,1/17/2017,19:00,0.996,,1/17/2017,20:00,0.874,,1/17/2017,21:00,1.173,,1/17/2017,22:00,1.58,,1/17/2017,23:00,2.439
1/1/2017,17:00,0.533,,1/18/2017,0:00,3.25,,1/18/2017,1:00,3.942,,1/18/2017,2:00,4.359,,1/18/2017,3:00,4.493,,1/18/2017,4:00,4.306,,1/18/2017,5:00,3.876,,1/18/2017,6:00,3.299,,1/18/2017,7:00,2.741,,1/18/2017,8:00,2.456,,1/18/2017,9:00,2.318,,1/18/2017,10:00,2.384,,1/18/2017,11:00,2.708,,1/18/2017,12:00,3.112,,1/18/2017,13:00,3.391,,1/18/2017,14:00,3.581,,1/18/2017,15:00,3.529,,1/18/2017,16:00,3.2,,1/18/2017,17:00,2.777,,1/18/2017,18:00,2.256,,1/18/2017,19:00,1.708,,1/18/2017,20:00,1.383,,1/18/2017,21:00,1.389,,1/18/2017,22:00,1.665,,1/18/2017,23:00,2.137
1/1/2017,18:00,0.103,,1/19/2017,0:00,2.83,,1/19/2017,1:00,3.581,,1/19/2017,2:00,4.221,,1/19/2017,3:00,4.621,,1/19/2017,4:00,4.752,,1/19/2017,5:00,4.644,,1/19/2017,6:00,4.175,,1/19/2017,7:00,3.686,,1/19/2017,8:00,3.141,,1/19/2017,9:00,2.616,,1/19/2017,10:00,2.475,,1/19/2017,11:00,2.315,,1/19/2017,12:00,2.456,,1/19/2017,13:00,2.656,,1/19/2017,14:00,2.958,,1/19/2017,15:00,3.246,,1/19/2017,16:00,3.233,,1/19/2017,17:00,3.154,,1/19/2017,18:00,2.941,,1/19/2017,19:00,2.62,,1/19/2017,20:00,2.298,,1/19/2017,21:00,2.049,,1/19/2017,22:00,2.105,,1/19/2017,23:00,2.265
1/1/2017,19:00,0.133,,1/20/2017,0:00,2.639,,1/20/2017,1:00,3.259,,1/20/2017,2:00,3.962,,1/20/2017,3:00,4.5,,1/20/2017,4:00,4.956,,1/20/2017,5:00,4.982,,1/20/2017,6:00,4.788,,1/20/2017,7:00,4.395,,1/20/2017,8:00,3.87,,1/20/2017,9:00,3.269,,1/20/2017,10:00,2.856,,1/20/2017,11:00,2.574,,1/20/2017,12:00,2.482,,1/20/2017,13:00,2.643,,1/20/2017,14:00,2.922,,1/20/2017,15:00,3.171,,1/20/2017,16:00,3.489,,1/20/2017,17:00,3.614,,1/20/2017,18:00,3.647,,1/20/2017,19:00,3.515,,1/20/2017,20:00,3.253,,1/20/2017,21:00,3.017,,1/20/2017,22:00,2.682,,1/20/2017,23:00,2.623
1/1/2017,20:00,0.71,,1/21/2017,0:00,2.764,,1/21/2017,1:00,3.279,,1/21/2017,2:00,3.693,,1/21/2017,3:00,4.296,,1/21/2017,4:00,4.903,,1/21/2017,5:00,5.123,,1/21/2017,6:00,5.162,,1/21/2017,7:00,4.808,,1/21/2017,8:00,4.214,,1/21/2017,9:00,3.414,,1/21/2017,10:00,2.564,,1/21/2017,11:00,1.964,,1/21/2017,12:00,1.593,,1/21/2017,13:00,1.521,,1/21/2017,14:00,1.425,,1/21/2017,15:00,1.924,,1/21/2017,16:00,2.377,,1/21/2017,17:00,2.715,,1/21/2017,18:00,3.194,,1/21/2017,19:00,3.21,,1/21/2017,20:00,3.171,,1/21/2017,21:00,2.961,,1/21/2017,22:00,2.666,,1/21/2017,23:00,2.423
1/1/2017,21:00,1.448,,1/22/2017,0:00,2.403,,1/22/2017,1:00,2.748,,1/22/2017,2:00,2.853,,1/22/2017,3:00,3.407,,1/22/2017,4:00,4.149,,1/22/2017,5:00,4.815,,1/22/2017,6:00,5.08,,1/22/2017,7:00,5.021,,1/22/2017,8:00,4.598,,1/22/2017,9:00,4.044,,1/22/2017,10:00,3.115,,1/22/2017,11:00,2.4,,1/22/2017,12:00,1.366,,1/22/2017,13:00,0.956,,1/22/2017,14:00,0.769,,1/22/2017,15:00,1.229,,1/22/2017,16:00,1.901,,1/22/2017,17:00,2.698,,1/22/2017,18:00,3.276,,1/22/2017,19:00,3.551,,1/22/2017,20:00,3.709,,1/22/2017,21:00,3.424,,1/22/2017,22:00,3.105,,1/22/2017,23:00,2.731
1/1/2017,22:00,2.393,,1/23/2017,0:00,2.653,,1/23/2017,1:00,2.761,,1/23/2017,2:00,2.872,,1/23/2017,3:00,3.46,,1/23/2017,4:00,4.08,,1/23/2017,5:00,4.834,,1/23/2017,6:00,5.454,,1/23/2017,7:00,5.694,,1/23/2017,8:00,5.527,,1/23/2017,9:00,4.979,,1/23/2017,10:00,3.988,,1/23/2017,11:00,2.833,,1/23/2017,12:00,1.813,,1/23/2017,13:00,1.035,,1/23/2017,14:00,0.645,,1/23/2017,15:00,0.671,,1/23/2017,16:00,1.12,,1/23/2017,17:00,1.904,,1/23/2017,18:00,2.794,,1/23/2017,19:00,3.463,,1/23/2017,20:00,3.834,,1/23/2017,21:00,3.962,,1/23/2017,22:00,3.738,,1/23/2017,23:00,3.305
1/1/2017,23:00,3.282,,1/24/2017,0:00,2.784,,1/24/2017,1:00,2.662,,1/24/2017,2:00,2.679,,1/24/2017,3:00,2.981,,1/24/2017,4:00,3.614,,1/24/2017,5:00,4.408,,1/24/2017,6:00,5.29,,1/24/2017,7:00,5.759,,1/24/2017,8:00,5.753,,1/24/2017,9:00,5.356,,1/24/2017,10:00,4.477,,1/24/2017,11:00,3.414,,1/24/2017,12:00,2.111,,1/24/2017,13:00,0.996,,1/24/2017,14:00,0.228,,1/24/2017,15:00,-0.08,,1/24/2017,16:00,0.238,,1/24/2017,17:00,1.025,,1/24/2017,18:00,1.964,,1/24/2017,19:00,2.882,,1/24/2017,20:00,3.601,,1/24/2017,21:00,3.817,,1/24/2017,22:00,3.83,,1/24/2017,23:00,3.23
1/2/2017,0:00,3.968,,1/25/2017,0:00,2.787,,1/25/2017,1:00,2.42,,1/25/2017,2:00,2.196,,1/25/2017,3:00,2.446,,1/25/2017,4:00,2.981,,1/25/2017,5:00,3.866,,1/25/2017,6:00,4.795,,1/25/2017,7:00,5.618,,1/25/2017,8:00,5.884,,1/25/2017,9:00,5.717,,1/25/2017,10:00,5.008,,1/25/2017,11:00,3.755,,1/25/2017,12:00,2.469,,1/25/2017,13:00,0.992,,1/25/2017,14:00,0.025,,1/25/2017,15:00,-0.53,,1/25/2017,16:00,-0.487,,1/25/2017,17:00,0.195,,1/25/2017,18:00,1.219,,1/25/2017,19:00,2.272,,1/25/2017,20:00,3.145,,1/25/2017,21:00,3.722,,1/25/2017,22:00,3.725,,1/25/2017,23:00,3.387
1/2/2017,1:00,4.24,,1/26/2017,0:00,2.754,,1/26/2017,1:00,2.2,,1/26/2017,2:00,1.826,,1/26/2017,3:00,1.898,,1/26/2017,4:00,2.338,,1/26/2017,5:00,3.145,,1/26/2017,6:00,4.155,,1/26/2017,7:00,5.13,,1/26/2017,8:00,5.704,,1/26/2017,9:00,5.884,,1/26/2017,10:00,5.376,,1/26/2017,11:00,4.355,,1/26/2017,12:00,2.948,,1/26/2017,13:00,1.465,,1/26/2017,14:00,0.251,,1/26/2017,15:00,-0.664,,1/26/2017,16:00,-0.894,,1/26/2017,17:00,-0.51,,1/26/2017,18:00,0.392,,1/26/2017,19:00,1.563,,1/26/2017,20:00,2.649,,1/26/2017,21:00,3.433,,1/26/2017,22:00,3.827,,1/26/2017,23:00,3.656
1/2/2017,2:00,3.991,,1/27/2017,0:00,3.095,,1/27/2017,1:00,2.413,,1/27/2017,2:00,1.868,,1/27/2017,3:00,1.668,,1/27/2017,4:00,1.793,,1/27/2017,5:00,2.492,,1/27/2017,6:00,3.499,,1/27/2017,7:00,4.562,,1/27/2017,8:00,5.415,,1/27/2017,9:00,5.937,,1/27/2017,10:00,5.707,,1/27/2017,11:00,4.956,,1/27/2017,12:00,3.604,,1/27/2017,13:00,2.154,,1/27/2017,14:00,0.576,,1/27/2017,15:00,-0.477,,1/27/2017,16:00,-0.96,,1/27/2017,17:00,-0.973,,1/27/2017,18:00,-0.271,,1/27/2017,19:00,0.822,,1/27/2017,20:00,1.983,,1/27/2017,21:00,3.063,,1/27/2017,22:00,3.65,,1/27/2017,23:00,3.755
1/2/2017,3:00,3.686,,1/28/2017,0:00,3.342,,1/28/2017,1:00,2.715,,1/28/2017,2:00,1.957,,1/28/2017,3:00,1.468,,1/28/2017,4:00,1.353,,1/28/2017,5:00,1.842,,1/28/2017,6:00,2.63,,1/28/2017,7:00,3.679,,1/28/2017,8:00,4.769,,1/28/2017,9:00,5.55,,1/28/2017,10:00,5.845,,1/28/2017,11:00,5.317,,1/28/2017,12:00,4.378,,1/28/2017,13:00,2.981,,1/28/2017,14:00,1.448,,1/28/2017,15:00,0.08,,1/28/2017,16:00,-0.858,,1/28/2017,17:00,-0.956,,1/28/2017,18:00,-0.625,,1/28/2017,19:00,0.277,,1/28/2017,20:00,1.527,,1/28/2017,21:00,2.672,,1/28/2017,22:00,3.597,,1/28/2017,23:00,3.991
1/2/2017,4:00,3.099,,1/29/2017,0:00,3.873,,1/29/2017,1:00,3.335,,1/29/2017,2:00,2.492,,1/29/2017,3:00,1.865,,1/29/2017,4:00,1.462,,1/29/2017,5:00,1.613,,1/29/2017,6:00,2.062,,1/29/2017,7:00,3.05,,1/29/2017,8:00,4.231,,1/29/2017,9:00,5.284,,1/29/2017,10:00,5.805,,1/29/2017,11:00,5.71,,1/29/2017,12:00,5.09,,1/29/2017,13:00,3.909,,1/29/2017,14:00,2.515,,1/29/2017,15:00,1.038,,1/29/2017,16:00,-0.071,,1/29/2017,17:00,-0.674,,1/29/2017,18:00,-0.615,,1/29/2017,19:00,0.064,,1/29/2017,20:00,1.156,,1/29/2017,21:00,2.416,,1/29/2017,22:00,3.407,,1/29/2017,23:00,4.086
1/2/2017,5:00,2.666,,1/30/2017,0:00,4.313,,1/30/2017,1:00,3.988,,1/30/2017,2:00,3.246,,1/30/2017,3:00,2.429,,1/30/2017,4:00,1.829,,1/30/2017,5:00,1.544,,1/30/2017,6:00,1.76,,1/30/2017,7:00,2.439,,1/30/2017,8:00,3.489,,1/30/2017,9:00,4.585,,1/30/2017,10:00,5.317,,1/30/2017,11:00,5.691,,1/30/2017,12:00,5.49,,1/30/2017,13:00,4.598,,1/30/2017,14:00,3.404,,1/30/2017,15:00,1.937,,1/30/2017,16:00,0.687,,1/30/2017,17:00,-0.116,,1/30/2017,18:00,-0.445,,1/30/2017,19:00,-0.149,,1/30/2017,20:00,0.71,,1/30/2017,21:00,1.849,,1/30/2017,22:00,3.013,,1/30/2017,23:00,3.896
1/2/2017,6:00,2.534,,1/31/2017,0:00,4.391,,1/31/2017,1:00,4.408,,1/31/2017,2:00,3.811,,1/31/2017,3:00,3.092,,1/31/2017,4:00,2.292,,1/31/2017,5:00,1.747,,1/31/2017,6:00,1.452,,1/31/2017,7:00,1.744,,1/31/2017,8:00,2.548,,1/31/2017,9:00,3.433,,1/31/2017,10:00,4.385,,1/31/2017,11:00,4.988,,1/31/2017,12:00,5.179,,1/31/2017,13:00,4.821,,1/31/2017,14:00,3.998,,1/31/2017,15:00,2.682,,1/31/2017,16:00,1.521,,1/31/2017,17:00,0.582,,1/31/2017,18:00,0.103,,1/31/2017,19:00,0.041,,1/31/2017,20:00,0.572,,1/31/2017,21:00,1.609,,1/31/2017,22:00,2.698,,1/31/2017,23:00,3.725
1/2/2017,7:00,2.705,,2/1/2017,0:00,4.454,,2/1/2017,1:00,4.723,,2/1/2017,2:00,4.427,,2/1/2017,3:00,3.857,,2/1/2017,4:00,3.053,,2/1/2017,5:00,2.344,,2/1/2017,6:00,1.816,,2/1/2017,7:00,1.649,,2/1/2017,8:00,1.964,,2/1/2017,9:00,2.58,,2/1/2017,10:00,3.302,,2/1/2017,11:00,4.057,,2/1/2017,12:00,4.49,,2/1/2017,13:00,4.565,,2/1/2017,14:00,4.221,,2/1/2017,15:00,3.41,,2/1/2017,16:00,2.472,,2/1/2017,17:00,1.504,,2/1/2017,18:00,0.805,,2/1/2017,19:00,0.53,,2/1/2017,20:00,0.697,,2/1/2017,21:00,1.304,,2/1/2017,22:00,2.144,,2/1/2017,23:00,3.099
1/2/2017,8:00,3.125,,2/2/2017,0:00,3.994,,2/2/2017,1:00,4.621,,2/2/2017,2:00,4.729,,2/2/2017,3:00,4.457,,2/2/2017,4:00,3.761,,2/2/2017,5:00,2.981,,2/2/2017,6:00,2.318,,2/2/2017,7:00,1.891,,2/2/2017,8:00,1.688,,2/2/2017,9:00,1.872,,2/2/2017,10:00,2.331,,2/2/2017,11:00,2.954,,2/2/2017,12:00,3.46,,2/2/2017,13:00,3.834,,2/2/2017,14:00,3.952,,2/2/2017,15:00,3.601,,2/2/2017,16:00,3.043,,2/2/2017,17:00,2.416,,2/2/2017,18:00,1.79,,2/2/2017,19:00,1.38,,2/2/2017,20:00,1.134,,2/2/2017,21:00,1.337,,2/2/2017,22:00,1.836,,2/2/2017,23:00,2.656
